gill-color,gill-size,spore-print-color,stalk-surface-above-ring,is_poisonous,height
g,b,h,k,1,6.9
g,b,h,k,1,5.8
w,n,h,s,0,6.6
g,b,h,k,1,6.1
b,n,w,s,1,3.9
p,b,h,k,1,6.2
p,b,h,k,1,6.3
h,b,h,k,1,5.4
g,b,h,k,1,5.2
p,b,h,k,1,4.7
h,b,h,k,1,4.5
e,b,w,s,0,4.5
h,b,h,k,1,6.4
h,b,h,k,1,5.6
w,b,w,s,0,5.1
g,b,h,k,1,5.1
g,b,h,k,1,4.7
b,n,w,k,1,5.8
g,b,h,k,1,3.9
w,n,w,k,1,4.3
w,b,r,s,1,6.4
p,b,h,k,1,6.0
h,b,h,k,1,2.7
u,n,h,s,0,3.0
g,b,h,k,1,4.2
g,b,h,k,1,6.4
h,b,h,k,1,5.6
h,b,h,k,1,4.2
w,b,w,s,0,4.7
g,b,h,k,1,5.1
g,b,h,k,1,5.6
p,b,h,k,1,4.7
g,b,h,k,1,4.7
w,b,w,s,0,5.1
p,b,h,k,1,3.1
p,b,h,k,1,4.8
h,b,h,k,1,5.5
p,b,h,k,1,4.6
h,b,h,s,1,5.6
p,n,n,s,1,4.3
g,b,h,k,1,6.2
p,n,h,s,0,4.8
g,b,h,k,1,4.6
g,b,h,k,1,5.7
g,b,h,k,1,3.6
h,b,h,k,1,6.1
p,b,h,f,1,6.0
g,b,h,k,1,5.1
h,b,h,k,1,6.1
g,b,h,k,1,5.8
p,b,h,k,1,6.1
g,b,h,k,1,5.7
h,b,h,k,1,5.4
p,b,h,k,1,4.8
g,b,h,k,1,6.1
h,b,h,k,1,5.5
p,b,h,k,1,5.8
h,b,h,k,1,5.1
g,b,h,k,1,5.0
b,n,w,k,1,5.5
h,b,h,k,1,6.2
g,b,h,k,1,3.9
w,b,h,f,1,6.8
h,b,h,k,1,4.4
h,b,h,k,1,4.8
h,b,h,k,1,4.9
p,b,h,k,1,6.5
g,b,h,k,1,5.2
p,b,h,k,1,4.4
b,n,w,k,1,5.4
e,b,w,s,0,4.2
w,b,w,s,0,3.6
p,b,h,k,1,4.9
g,b,h,k,1,4.3
h,b,h,k,1,4.1
g,b,h,k,1,6.0
w,b,h,s,1,6.0
h,b,h,k,1,5.8
p,b,h,f,1,6.9
p,b,h,k,1,3.9
p,b,h,k,1,6.2
p,b,h,s,1,4.3
p,b,h,f,1,5.4
h,b,h,f,1,6.0
p,b,h,k,1,4.8
g,b,h,k,1,2.5
h,b,h,k,1,4.4
h,b,h,k,1,5.2
u,n,h,s,0,5.3
e,b,w,s,0,5.0
p,b,h,k,1,6.0
h,b,h,k,1,4.9
b,n,w,k,1,6.3
h,b,h,k,1,4.6
h,b,h,k,1,5.3
h,b,h,k,1,5.3
h,b,h,k,1,4.2
n,b,n,s,0,5.4
p,b,h,k,1,4.3
g,b,h,k,1,4.1
g,b,h,k,1,5.4
h,b,h,k,1,5.8
g,b,h,k,1,5.0
w,n,w,k,1,4.0
h,b,h,k,1,5.1
w,n,w,f,0,5.0
h,b,h,k,1,4.2
h,b,h,k,1,6.5
g,b,h,k,1,6.3
p,b,h,k,1,5.8
h,b,h,k,1,5.7
h,b,h,k,1,5.0
p,b,h,k,1,4.2
p,b,h,k,1,5.1
g,b,h,k,1,5.2
w,b,r,s,1,4.6
e,b,w,s,0,4.2
g,b,h,k,1,6.0
p,b,h,k,1,4.8
e,b,w,s,0,4.4
p,b,h,k,1,3.5
p,b,h,s,1,5.5
b,n,w,k,1,5.3
b,n,w,s,1,4.4
b,n,w,k,1,5.7
w,n,w,s,1,4.0
p,b,h,f,1,4.4
w,n,w,f,0,4.4
p,b,h,k,1,7.2
g,b,h,k,1,6.4
p,b,h,k,1,6.3
w,b,w,s,0,3.8
w,b,h,f,1,4.3
h,b,h,s,1,6.7
b,n,w,k,1,5.4
w,n,w,s,0,5.0
w,b,h,s,1,3.5
h,b,h,s,1,5.5
w,b,h,s,1,3.9
p,b,h,s,1,6.5
w,n,w,f,0,6.5
g,b,h,k,1,6.5
h,b,h,f,1,3.8
w,b,h,s,1,6.2
w,n,w,s,1,4.9
p,b,h,s,1,5.0
w,n,w,s,1,5.6
p,b,h,s,1,3.7
h,b,h,f,1,5.3
w,n,w,k,1,5.7
b,n,w,s,1,4.1
b,n,w,k,1,5.2
w,b,w,s,0,3.2
w,b,w,s,0,2.5
w,b,h,s,1,3.9
w,b,r,s,1,4.0
p,b,h,k,1,5.0
p,b,h,k,1,7.1
r,b,r,s,1,5.1
b,n,w,k,1,4.6
b,n,w,k,1,6.4
p,b,h,k,1,4.2
e,b,w,s,0,5.5
b,n,w,k,1,6.7
g,b,h,k,1,5.2
b,n,w,k,1,6.3
w,n,w,s,0,4.6
b,n,w,s,1,3.6
e,b,w,s,0,4.9
w,b,w,s,0,4.9
g,b,h,k,1,6.0
r,b,r,s,1,5.4
w,n,w,k,1,4.4
b,n,w,s,1,7.0
w,b,h,s,1,2.8
h,b,h,f,1,4.1
h,b,h,k,1,4.9
w,b,h,s,1,6.0
b,n,w,s,1,4.0
p,b,h,f,1,5.0
w,n,w,k,1,5.6
w,b,w,s,0,6.6
w,b,h,f,1,3.6
p,b,h,f,1,4.3
w,b,w,s,0,4.5
p,b,h,k,1,5.6
w,n,w,k,1,5.4
e,b,w,s,0,3.8
p,b,h,k,1,4.1
h,b,h,f,1,3.8
h,b,h,f,1,5.7
h,b,h,k,1,5.4
h,b,h,k,1,3.9
w,b,w,s,0,5.2
e,b,w,s,0,4.1
r,b,r,s,1,5.3
w,n,w,f,0,5.2
w,b,w,s,0,3.6
h,b,h,f,1,4.6
w,b,h,f,1,5.9
g,b,h,k,1,3.3
w,b,h,f,1,3.7
p,b,h,s,1,5.8
w,n,w,s,0,4.9
b,n,w,k,1,6.1
h,b,h,k,1,3.1
h,n,h,s,0,4.8
p,b,h,k,1,6.0
w,b,r,s,1,4.7
h,b,h,f,1,4.5
b,n,w,s,1,5.6
w,b,w,s,0,5.1
b,n,w,k,1,3.8
g,b,h,k,1,5.2
h,b,h,f,1,4.0
e,b,w,s,0,6.7
h,b,h,k,1,5.7
g,b,h,k,1,5.9
g,b,h,k,1,1.6
p,b,h,s,1,5.8
b,n,w,s,1,4.4
p,b,h,k,1,5.9
h,b,h,k,1,5.5
w,n,w,k,1,4.1
w,b,w,s,0,5.8
h,b,h,k,1,5.2
b,n,w,k,1,4.9
h,b,h,f,1,4.4
e,b,w,s,0,7.9
g,b,h,k,1,5.8
b,n,w,s,1,5.1
p,b,h,s,1,4.6
h,b,h,f,1,4.4
w,b,r,s,1,4.1
w,b,w,s,0,5.7
w,b,h,s,1,8.1
b,n,w,s,1,5.4
w,b,w,s,0,5.5
g,b,h,k,1,5.0
w,b,w,s,0,5.1
p,b,h,f,1,4.2
e,b,w,s,0,6.3
w,n,w,k,1,3.3
h,b,h,f,1,4.8
b,n,w,k,1,5.1
b,n,w,k,1,5.9
w,b,h,s,1,6.2
b,n,w,s,1,4.3
w,b,w,s,0,7.1
w,n,w,f,0,5.2
h,b,h,k,1,5.7
w,b,w,s,0,4.4
p,b,h,k,1,4.9
p,b,h,k,1,5.4
w,b,h,s,1,6.6
w,n,w,s,1,4.0
w,n,w,f,0,3.8
w,n,w,k,1,4.1
w,b,h,f,1,5.9
w,n,w,k,1,4.7
g,b,h,k,1,4.5
e,b,w,s,0,5.3
p,b,h,k,1,5.2
b,n,w,s,1,3.7
h,b,h,k,1,6.6
p,b,h,k,1,5.6
w,b,r,s,1,4.8
g,b,h,k,1,4.6
p,b,h,s,1,5.9
w,b,h,s,1,6.8
w,b,w,s,0,6.2
g,b,h,k,1,4.9
p,b,h,f,1,5.1
w,b,r,s,1,5.5
w,b,h,s,1,4.2
w,b,w,s,0,4.5
w,b,h,f,1,4.4
w,n,w,k,1,4.2
p,b,h,s,1,6.1
g,b,h,k,1,5.8
w,n,w,k,1,5.7
p,b,h,s,1,5.2
w,b,w,s,0,2.9
b,n,w,s,1,4.8
b,n,w,s,1,6.5
b,n,w,s,1,6.0
h,b,h,f,1,6.9
e,b,w,s,0,3.9
p,b,h,k,1,4.4
e,b,w,s,0,4.9
w,b,h,f,1,4.9
w,n,w,s,0,6.4
b,n,w,k,1,4.5
h,b,h,f,1,5.0
h,b,h,s,1,3.8
w,n,w,k,1,4.3
w,b,r,s,1,6.7
g,b,h,k,1,5.5
w,b,w,s,0,4.2
w,n,w,s,1,5.8
p,b,h,f,1,6.6
u,n,h,s,0,6.3
w,n,h,s,0,4.2
w,b,w,s,0,5.9
h,b,h,s,1,5.6
b,n,w,s,1,5.6
g,b,h,k,1,4.6
w,b,h,s,1,5.1
h,b,h,s,1,7.0
e,b,w,s,0,4.8
b,n,w,k,1,4.5
p,b,h,k,1,4.5
g,b,h,k,1,5.6
e,b,w,s,0,6.1
p,b,h,f,1,4.3
b,n,w,s,1,6.3
p,b,h,s,1,6.9
w,n,w,s,0,3.7
w,b,h,f,1,5.6
p,b,h,k,1,5.1
w,n,h,s,0,5.4
g,b,h,k,1,5.6
b,n,w,s,1,5.3
b,n,w,s,1,4.3
w,b,w,s,0,4.9
w,b,h,s,1,6.2
w,b,w,s,0,5.6
e,b,w,s,0,6.7
b,n,w,s,1,3.5
w,n,w,k,1,3.4
b,n,w,s,1,4.2
e,b,w,s,0,7.2
h,b,h,f,1,6.4
p,b,h,k,1,4.0
w,b,w,s,0,5.4
g,b,r,s,1,4.6
w,n,w,s,0,5.6
g,b,h,k,1,5.1
h,b,h,f,1,5.6
b,n,w,s,1,5.6
h,b,h,s,1,4.5
w,b,h,s,1,5.2
b,n,w,k,1,5.6
p,n,h,s,0,4.8
b,n,w,k,1,3.1
g,b,h,k,1,4.8
b,n,w,k,1,5.6
w,b,h,s,1,5.6
p,b,h,k,1,7.4
h,b,h,s,1,5.3
w,n,w,k,1,4.6
w,b,h,s,1,4.2
h,b,h,f,1,4.7
w,n,w,f,0,5.2
h,b,h,s,1,4.5
b,n,w,k,1,5.4
r,b,r,s,1,3.9
p,b,h,k,1,6.5
e,b,w,s,0,5.5
r,b,r,s,1,5.7
w,n,w,k,1,4.6
h,b,h,k,1,5.4
w,n,w,f,0,4.7
w,n,w,f,0,4.1
b,n,w,s,1,3.8
p,b,h,f,1,4.8
h,b,h,f,1,4.6
w,b,h,s,1,3.5
h,b,h,f,1,4.8
h,n,h,s,0,4.9
h,b,h,k,1,6.0
h,b,h,f,1,4.9
b,n,w,s,1,4.6
h,b,h,k,1,4.4
w,b,h,f,1,4.6
w,b,h,f,1,3.3
p,b,h,k,1,2.2
h,b,h,k,1,5.6
b,n,w,s,1,6.1
w,n,w,k,1,5.1
e,b,w,s,0,5.8
p,b,h,k,1,5.1
h,b,h,s,1,5.5
b,n,w,k,1,5.6
h,b,h,k,1,6.6
g,b,h,k,1,2.6
h,b,h,s,1,6.0
w,b,r,s,1,4.6
h,b,h,k,1,5.6
w,b,w,s,0,5.4
h,b,h,s,1,6.2
p,b,h,f,1,4.4
h,b,h,f,1,4.5
b,n,w,s,1,5.1
r,b,r,s,1,5.5
h,b,h,f,1,6.9
w,b,w,s,0,3.8
b,n,w,s,1,3.4
p,b,h,k,1,4.2
p,b,h,s,1,6.6
e,b,w,s,0,4.1
w,b,h,f,1,4.7
w,n,w,f,0,3.5
e,b,w,s,0,6.0
w,n,w,f,0,5.4
w,b,w,s,0,3.9
w,b,h,s,1,6.0
w,b,w,s,0,8.1
w,b,w,s,0,5.1
p,b,h,s,1,5.0
e,b,w,s,0,6.0
p,b,h,f,1,3.3
w,n,w,k,1,6.0
h,b,h,s,1,4.5
h,b,h,k,1,6.5
p,b,h,k,1,2.7
w,n,w,k,1,4.8
p,b,h,k,1,3.6
p,b,h,k,1,6.5
w,n,w,s,0,5.1
b,n,w,k,1,6.0
h,b,h,s,1,4.2
b,n,w,k,1,5.0
r,b,r,s,1,6.5
g,b,h,k,1,5.0
w,b,h,s,1,4.9
g,b,h,k,1,5.2
p,b,h,f,1,4.7
h,b,h,s,1,5.2
b,n,w,k,1,5.9
h,b,h,k,1,5.1
e,b,w,s,0,5.9
g,b,h,k,1,5.1
e,b,w,s,0,4.6
w,b,w,s,0,6.0
e,b,w,s,0,3.3
p,b,h,f,1,3.3
h,b,h,k,1,6.4
e,b,w,s,0,4.7
w,b,w,s,0,4.2
g,b,h,k,1,6.0
g,b,r,s,1,3.8
h,b,h,s,1,5.0
w,b,h,f,1,5.9
p,b,h,s,1,4.3
h,b,h,k,1,4.5
w,b,h,s,1,4.3
w,b,h,f,1,5.6
h,n,h,s,0,4.0
p,b,h,k,1,5.3
b,n,w,s,1,4.0
w,b,h,f,1,4.7
w,n,w,f,0,5.4
h,b,h,f,1,5.6
p,n,h,s,0,5.4
h,b,h,k,1,5.3
p,b,h,k,1,5.3
g,b,r,s,1,4.3
b,n,w,k,1,4.4
b,n,w,k,1,5.5
h,b,h,k,1,7.3
e,b,w,s,0,4.1
w,b,h,f,1,4.9
w,b,h,s,1,5.0
b,n,w,k,1,6.6
h,b,h,f,1,6.1
b,n,w,k,1,5.4
p,b,h,f,1,3.5
w,b,h,s,1,5.6
w,b,h,s,1,5.0
g,b,h,k,1,4.9
p,b,h,k,1,5.3
p,b,h,k,1,4.3
g,b,h,k,1,4.3
w,b,h,f,1,4.7
p,b,h,f,1,3.7
h,b,h,f,1,5.8
p,b,h,k,1,4.1
h,b,h,f,1,3.8
b,n,w,s,1,5.1
w,b,h,s,1,6.7
e,b,w,s,0,5.6
w,b,r,s,1,5.1
b,n,w,s,1,4.4
e,b,w,s,0,4.8
w,b,h,s,1,4.8
p,b,h,s,1,5.2
b,n,w,k,1,4.3
w,b,h,f,1,5.8
b,n,w,s,1,4.0
w,b,r,s,1,4.1
b,n,w,k,1,6.1
g,b,h,k,1,3.8
g,b,h,k,1,4.4
h,b,h,k,1,6.6
r,b,r,s,1,3.3
h,b,h,f,1,5.3
w,b,w,s,0,6.0
w,b,h,f,1,4.5
e,b,w,s,0,5.7
p,b,h,s,1,6.2
b,n,w,k,1,5.9
p,b,h,k,1,6.6
p,b,h,k,1,4.9
p,b,h,k,1,5.1
w,b,w,s,0,5.2
g,b,h,k,1,5.0
b,n,w,k,1,6.0
w,b,h,f,1,6.0
h,b,h,k,1,5.2
e,b,w,s,0,4.9
g,b,r,s,1,3.0
w,b,r,s,1,5.4
g,b,h,k,1,5.0
h,b,h,k,1,6.6
w,n,h,s,0,4.5
p,b,h,s,1,3.6
p,b,h,f,1,5.2
p,b,h,f,1,4.8
b,n,w,s,1,4.1
e,b,w,s,0,5.3
w,b,w,s,0,5.1
w,b,w,s,0,5.8
h,b,h,s,1,3.7
p,b,h,k,1,5.2
b,n,w,s,1,5.0
w,n,w,s,1,5.1
p,b,h,f,1,6.1
w,b,h,s,1,3.6
b,n,w,k,1,5.4
w,b,h,s,1,4.8
b,n,w,k,1,4.9
e,b,w,s,0,6.5
h,n,h,s,0,4.0
h,b,h,k,1,5.8
b,n,w,s,1,4.9
g,b,h,k,1,5.7
b,n,w,k,1,5.9
h,b,h,s,1,5.5
b,n,w,k,1,5.8
w,n,w,s,0,4.9
p,b,h,f,1,5.3
p,b,h,k,1,5.0
e,b,w,s,0,5.2
r,b,r,s,1,5.2
h,b,h,k,1,5.1
h,n,h,s,0,4.1
b,n,w,s,1,4.1
b,n,w,k,1,6.3
p,b,h,f,1,4.2
g,b,h,k,1,4.6
b,n,w,s,1,3.9
e,b,w,s,0,5.3
b,n,w,k,1,5.0
w,b,w,s,0,3.9
w,b,w,s,0,5.1
e,b,w,s,0,5.5
w,b,h,s,1,3.9
e,b,w,s,0,5.1
g,b,h,k,1,4.5
g,b,h,k,1,2.9
g,b,h,k,1,6.5
w,b,w,s,0,5.6
p,b,h,s,1,6.0
w,n,w,s,0,4.7
w,n,w,s,0,6.0
r,b,r,s,1,4.9
b,n,w,k,1,4.4
h,b,h,s,1,4.2
p,n,h,s,0,4.0
w,b,h,f,1,4.8
p,n,h,s,0,4.8
b,n,w,s,1,5.8
p,b,h,s,1,5.7
w,b,w,s,0,4.8
e,b,w,s,0,3.7
b,n,w,s,1,3.9
b,n,w,s,1,4.2
p,b,h,s,1,6.2
p,b,h,k,1,4.6
e,b,w,s,0,6.2
e,b,w,s,0,6.3
w,b,h,s,1,4.7
h,b,h,k,1,4.5
g,b,r,s,1,5.9
h,b,h,k,1,5.6
p,b,h,s,1,5.5
w,b,w,s,0,3.5
e,b,w,s,0,6.3
r,b,r,s,1,6.2
g,b,h,k,1,5.9
b,n,w,k,1,4.5
h,b,h,s,1,3.6
h,b,h,s,1,3.6
b,n,w,k,1,3.0
g,b,r,s,1,3.4
w,n,w,s,0,4.7
b,n,w,k,1,4.7
w,b,h,s,1,5.6
b,n,w,k,1,5.0
w,n,w,f,0,5.1
b,n,w,s,1,5.8
p,b,h,s,1,3.9
b,n,w,k,1,5.8
h,n,h,s,0,5.9
w,b,r,s,1,4.4
w,b,w,s,0,3.8
b,n,w,k,1,3.4
b,n,w,k,1,5.3
w,b,h,f,1,4.0
p,b,h,k,1,5.2
r,b,r,s,1,6.1
b,n,w,k,1,5.7
b,n,w,k,1,4.7
e,b,w,s,0,5.2
p,b,h,s,1,4.1
w,n,w,s,0,5.3
w,n,h,s,0,5.7
b,n,w,k,1,5.4
w,n,w,s,0,3.3
b,n,w,k,1,5.5
b,n,w,s,1,6.3
e,b,w,s,0,3.2
r,b,r,s,1,5.7
b,n,w,k,1,3.9
g,b,h,k,1,4.7
w,n,w,s,0,5.0
p,b,h,f,1,3.4
r,b,r,s,1,6.8
h,b,h,k,1,4.8
w,b,w,s,0,4.6
p,b,h,k,1,5.1
b,n,w,k,1,4.7
b,n,w,s,1,4.1
g,b,h,k,1,6.0
g,b,r,s,1,4.7
p,b,h,s,1,4.8
w,b,w,s,0,7.4
w,n,w,s,0,3.3
h,b,h,f,1,4.3
e,b,w,s,0,5.1
e,b,w,s,0,5.8
e,b,w,s,0,6.4
h,b,h,k,1,4.4
h,b,h,f,1,5.3
g,b,h,k,1,3.2
e,b,w,s,0,7.8
p,b,h,f,1,3.6
w,n,w,s,0,5.8
g,b,h,k,1,4.8
g,b,h,k,1,5.6
r,b,r,s,1,3.4
b,n,w,k,1,4.5
p,b,h,k,1,4.9
g,b,h,k,1,5.1
g,b,r,s,1,5.8
e,b,w,s,0,5.4
g,b,h,k,1,6.2
e,b,w,s,0,5.3
w,n,w,k,1,4.7
g,b,h,k,1,5.7
g,b,h,k,1,5.4
b,n,w,k,1,4.7
w,b,w,s,0,5.8
w,b,h,f,1,4.8
w,b,h,f,1,5.0
h,b,h,k,1,4.4
w,b,w,s,0,5.7
p,b,h,k,1,5.6
p,b,h,k,1,2.5
w,b,w,s,0,4.8
e,b,w,s,0,4.3
h,b,h,k,1,6.6
p,b,h,s,1,4.0
g,b,h,k,1,2.8
w,b,h,f,1,3.7
p,b,h,f,1,4.9
w,n,w,k,1,5.0
h,b,h,s,1,4.3
e,b,w,s,0,5.0
g,b,h,k,1,6.4
p,b,h,s,1,5.2
w,n,w,f,0,4.2
p,b,h,k,1,5.2
w,n,w,f,0,4.1
p,b,h,k,1,4.8
b,n,w,k,1,4.8
w,b,w,s,0,5.6
h,b,h,f,1,5.7
h,b,h,k,1,4.4
p,b,h,k,1,4.7
b,n,w,s,1,3.4
w,n,h,s,0,3.7
p,b,h,k,1,4.1
h,b,h,f,1,5.5
w,b,h,f,1,4.2
w,b,h,f,1,2.8
w,b,w,s,0,6.1
w,n,w,k,1,6.9
w,n,h,s,0,5.7
b,n,w,s,1,4.2
w,b,w,s,0,5.5
w,b,h,f,1,5.4
p,b,h,k,1,4.3
e,b,w,s,0,7.4
w,n,w,s,0,3.9
p,b,h,s,1,5.1
h,b,h,k,1,3.7
b,n,w,s,1,4.1
e,b,w,s,0,6.1
w,b,w,s,0,4.2
h,b,h,k,1,4.4
b,n,w,k,1,3.4
e,b,w,s,0,6.6
h,b,h,k,1,4.4
b,n,w,s,1,5.4
w,b,w,s,0,5.4
p,b,h,k,1,2.6
p,b,h,k,1,5.0
g,b,h,k,1,5.3
w,n,w,f,0,4.7
w,b,r,s,1,5.5
w,b,w,s,0,4.6
w,b,h,f,1,6.6
w,b,h,s,1,4.6
p,b,h,k,1,3.9
p,b,h,s,1,4.6
b,n,w,s,1,3.8
p,b,h,f,1,3.2
w,b,w,s,0,5.1
h,b,h,s,1,5.1
b,n,w,k,1,4.1
u,n,h,s,0,5.7
w,b,w,s,0,5.0
p,b,h,s,1,4.2
w,n,w,s,1,2.6
p,b,h,s,1,6.4
b,n,w,s,1,4.6
w,b,w,s,0,3.0
b,n,w,k,1,4.2
b,n,w,s,1,4.7
h,b,h,f,1,3.5
e,b,w,s,0,5.2
p,b,h,s,1,4.7
r,b,r,s,1,6.3
w,n,w,f,0,5.6
p,b,h,s,1,6.1
h,b,h,s,1,4.9
p,b,h,k,1,3.4
e,b,w,s,0,3.5
w,b,w,s,0,6.0
u,n,h,s,0,4.6
e,b,w,s,0,5.6
h,b,h,s,1,5.6
b,n,w,s,1,6.1
w,b,w,s,0,4.8
w,b,r,s,1,6.0
w,b,h,s,1,4.3
p,b,h,s,1,2.3
w,b,w,s,0,5.6
p,b,h,s,1,3.5
e,b,w,s,0,5.4
g,b,r,s,1,6.5
b,n,w,k,1,6.2
g,b,h,k,1,3.7
w,b,h,f,1,5.2
w,n,w,s,0,6.0
p,b,h,s,1,7.2
w,b,h,f,1,5.8
r,b,r,s,1,5.0
r,b,r,s,1,4.1
w,b,h,s,1,5.3
w,b,w,s,0,5.1
b,n,w,s,1,6.3
g,b,h,k,1,5.4
w,b,w,s,0,4.1
b,n,w,k,1,6.2
p,b,h,s,1,5.5
g,b,r,s,1,4.8
b,n,w,k,1,5.7
h,b,h,f,1,4.5
h,b,h,s,1,7.2
u,n,h,s,0,4.8
h,b,h,f,1,5.8
p,b,h,f,1,5.3
u,n,h,s,0,4.9
b,n,w,s,1,7.1
w,b,w,s,0,5.9
b,n,w,k,1,6.2
b,n,w,k,1,6.9
p,b,h,f,1,5.6
p,n,h,s,0,4.8
g,b,r,s,1,4.7
p,b,h,f,1,4.3
w,n,w,f,0,4.9
p,n,h,s,0,4.8
w,b,h,s,1,3.6
w,n,h,s,0,5.3
b,n,w,k,1,5.4
e,b,w,s,0,5.0
r,b,r,s,1,3.4
w,n,w,k,1,4.1
g,b,h,k,1,3.9
h,b,h,s,1,5.0
h,b,h,k,1,4.6
w,b,w,s,0,5.0
w,b,r,s,1,4.0
w,b,r,s,1,4.9
b,n,w,s,1,4.7
p,b,h,f,1,4.6
h,b,h,k,1,5.4
g,b,r,s,1,7.4
w,n,w,s,0,5.1
g,b,h,k,1,4.1
h,b,h,k,1,4.6
p,b,h,k,1,5.9
h,b,h,s,1,6.1
b,n,w,s,1,5.6
w,n,w,k,1,5.6
b,n,w,k,1,3.7
h,b,h,s,1,6.5
p,b,h,k,1,5.8
w,n,w,s,0,4.1
w,b,h,f,1,4.4
h,b,h,f,1,6.7
e,b,w,s,0,6.5
h,b,h,s,1,5.3
p,b,h,k,1,6.0
b,n,w,s,1,4.8
p,b,h,s,1,6.3
h,b,h,s,1,4.8
p,b,h,k,1,5.5
w,n,w,s,0,5.6
b,n,w,k,1,5.3
e,b,w,s,0,6.0
b,n,w,k,1,3.6
p,b,h,s,1,4.8
b,n,w,s,1,4.2
w,b,w,s,0,5.9
h,b,h,k,1,4.5
w,b,h,f,1,3.0
w,b,w,s,0,5.1
p,b,h,k,1,4.9
p,b,h,k,1,4.3
e,b,w,s,0,5.5
p,b,h,f,1,3.1
e,b,w,s,0,6.5
p,b,h,k,1,4.5
w,b,h,s,1,5.3
b,n,w,s,1,5.7
p,b,h,k,1,3.5
r,b,r,s,1,4.1
b,n,w,k,1,4.6
w,n,h,s,0,4.1
h,n,h,s,0,5.5
b,n,w,s,1,6.8
p,b,h,f,1,5.5
w,n,h,s,0,5.2
w,b,r,s,1,6.3
g,b,h,k,1,4.5
h,b,h,s,1,5.4
g,b,h,k,1,4.6
h,b,h,k,1,5.5
h,b,h,k,1,3.0
p,b,h,f,1,4.8
u,n,h,s,0,4.4
w,b,h,f,1,4.7
w,b,w,s,0,4.0
b,n,w,k,1,5.6
w,b,h,f,1,4.1
g,b,h,k,1,7.6
w,b,r,s,1,3.7
b,n,w,s,1,5.6
w,b,r,s,1,6.4
p,b,h,k,1,5.8
g,b,h,k,1,6.1
e,b,w,s,0,4.9
w,b,w,s,0,4.7
b,n,w,k,1,5.7
e,b,w,s,0,3.7
r,b,r,s,1,5.0
w,b,w,s,0,4.6
b,n,w,s,1,5.1
w,b,w,s,0,6.3
w,b,h,s,1,4.0
g,b,r,s,1,4.8
b,n,w,s,1,4.2
b,n,w,k,1,3.9
h,b,h,k,1,4.7
b,n,w,s,1,3.2
b,n,w,k,1,5.8
w,b,h,f,1,5.9
w,b,w,s,0,4.3
u,n,h,s,0,3.9
g,b,h,k,1,6.0
h,b,h,s,1,5.5
b,n,w,s,1,5.0
h,b,h,s,1,5.6
h,b,h,s,1,2.6
h,b,h,k,1,4.4
r,b,r,s,1,3.6
e,b,w,s,0,3.7
b,n,w,k,1,6.2
p,b,h,k,1,3.6
w,b,w,s,0,4.8
p,b,h,s,1,4.9
w,b,h,f,1,5.5
p,b,h,s,1,4.1
p,b,h,k,1,3.1
b,n,w,s,1,4.8
h,b,h,f,1,5.2
e,b,w,s,0,4.4
w,b,w,s,0,6.1
p,n,h,s,0,7.2
p,b,h,f,1,4.8
h,b,h,s,1,4.7
e,b,w,s,0,4.7
p,b,h,k,1,4.6
b,n,w,k,1,4.3
g,b,r,s,1,4.8
p,b,h,k,1,6.0
w,n,w,s,0,4.6
p,b,h,k,1,5.1
p,b,h,f,1,4.8
w,b,w,s,0,3.2
w,b,w,s,0,5.0
w,b,h,f,1,5.5
p,b,h,k,1,4.4
h,b,h,s,1,5.6
h,b,h,k,1,3.8
p,b,h,s,1,5.4
w,b,w,s,0,4.1
e,b,w,s,0,3.6
g,b,h,k,1,5.0
e,b,w,s,0,3.8
w,b,w,s,0,3.8
p,b,h,f,1,5.4
w,b,h,s,1,6.4
g,b,h,k,1,5.1
h,b,h,s,1,5.0
h,b,h,s,1,5.4
g,b,h,k,1,3.3
p,b,h,k,1,4.2
h,b,h,k,1,6.9
g,b,h,k,1,5.8
g,b,r,s,1,6.7
b,n,w,s,1,5.3
w,b,r,s,1,5.2
w,b,w,s,0,4.1
b,n,w,s,1,6.0
b,n,w,s,1,3.7
b,n,w,k,1,4.2
w,b,h,s,1,4.2
w,n,w,k,1,3.9
w,b,h,f,1,4.1
e,b,w,s,0,4.6
e,b,w,s,0,3.1
w,b,w,s,0,4.6
g,b,r,s,1,6.1
w,b,h,s,1,5.1
p,b,h,s,1,4.6
p,b,h,k,1,6.2
b,n,w,k,1,4.3
w,b,r,s,1,4.9
h,b,h,f,1,6.4
r,b,r,s,1,5.6
p,n,h,s,0,6.5
w,n,w,f,0,4.2
p,b,h,k,1,3.1
h,b,h,s,1,5.6
g,b,h,k,1,4.4
e,b,w,s,0,5.5
h,b,h,k,1,5.0
w,n,w,k,1,3.4
b,n,w,k,1,3.3
h,b,h,k,1,4.1
g,b,h,k,1,3.9
p,b,h,f,1,5.8
b,n,w,s,1,5.1
w,b,w,s,0,4.7
w,n,w,f,0,5.3
g,b,r,s,1,6.3
w,n,w,k,1,4.3
h,b,h,k,1,6.5
b,n,w,k,1,3.2
h,b,h,k,1,4.5
p,b,h,k,1,5.4
p,b,h,s,1,5.4
u,n,h,s,0,5.3
b,n,w,k,1,4.7
g,b,r,s,1,4.7
b,n,w,k,1,5.1
w,b,h,s,1,4.6
w,b,h,s,1,4.5
e,b,w,s,0,4.9
w,b,h,s,1,6.1
w,n,w,f,0,4.1
